"ProductID";"PartNumber";"Description"
793;"wh60-198";"ck IVW 198s ""show in a box"" mixed effects (3 min)"
794;"wh6n01";"6"" blossoming leaves"
795;"wh6n02";"6"" silver to red lantern (wh6t05)"
796;"wh6t01";"6"" crackling pistil to multicolor peony shell of shells"
797;"wh6t02";"6"" hundreds of flowers in bloom (shell of shells)"
798;"wh6t03";"6"" octangonal chrys"
799;"wh6t04";"6"" purple to dark to silver"
800;"wh8n01";"8"" red strobe willow w/crackling pistil"
801;"wh8s01";"cndl 1.75"" 8-shot green tiger tail (27s)"
802;"wh8s02";"cndl 1.75"" 8-shot red tiger tail (27s)"
803;"wh8s03";"cndl 1.75"" 8-shot brocade tiger tail (27s)"
804;"wh8s04";"cndl 1.75"" 8-shot ti crackling tiger tail (27s)"
805;"wh8s05";"cndl 1.75"" 8-shot red strobe tiger tail (27s)"
806;"wh8s06";"cndl 1.75"" 8-shot white strobe tiger tail (27s)"
807;"wh8s07";"cndl 1.75"" 8-shot gold strobe tiger tail (27s)"
808;"wh8s08";"cndl 1.75"" 8-shot red star w/white glitter tail (27s)"
809;"wh8s09";"cndl 1.75"" 8-shot green star w/white glitter tail (27s)"
810;"wh8s10";"cndl 1.75"" 8-shot color (rainbow) stars (27s)"
811;"wh8s11";"cndl 1.75"" 8-shot whistles w/red mine (27s)"
812;"wh8s12";"cndl 1.75"" 8-shot silver strobe tiger tail (27s)"
813;"wh8st01";"cndl 1.75"" 8-shot red crossette w/brocade mine (27s)"
814;"wh8st02";"cndl 1.75"" 8-shot green crossette w/brocade to purple mine (27s)"
815;"whckt01";"ck 100s gold,red,green,purple,brocade tail to same clr peony"
816;"whnck01";"ck 100s quick silver whistles to thunder (6s)"
817;"whnck02";"ck 100s quick silver whistles to red stars (6s)"
818;"whnck03";"ck 100s quick silver whistles to crackling (6s)"
819;"whnck04";"ck 49s red comets to blood red dahlia w/white strobe pist-16s"
820;"whnck05";"ck 49s red comets to red strobe willow w/blue peony(30s)"
821;"whnck06";"ck 49s green comets to green strobe willow w/purple peony(14s)"
822;"whnck07";"ck fan 10s 1- row red strobe tail to green tips"
823;"whnck08";"ck 100s blood red dahlia, blue & white strobe mines (30s)"
824;"whnck09";"ck 100s brocade crown w/brocade crown mines  (30s)"
825;"whnck10";"ck S 100s peach, lemon & water green mines-20sec"
826;"whnck11";"ck S 100s rd/grn comets to rd/grn falling leaves w/blue stars-20s"
827;"wq1";"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars"
828;"wq1-Rnd";"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars"
829;"wq11";"cndl 1/2"" 10-shot bundle of 15 (150 shots) red & green crackling stars"
830;"wq12";"cndl 1/2"" 10-shot bundle of 15 (150 shots) silver tails to red & green"
831;"wq13";"ck 100s brocade tail to big brocade to multicolor (40 sec)"
832;"wq15";"ck S 180s double purple & green crossettes (10 sec)"
833;"wq16";"ck 100s wht gltrng mine to red tl to blood red dahlia w/wht gltr pist (40s)"
834;"wq19";"ck S 180s double red & green time rain willow (20 sec)"
835;"wq2-v";"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) multicolor crackling tls"
836;"wq20";"ck fan 100s silver whirl to silver chrys (30 sec)"
837;"wq21";"ck fan 100s gold tl to bl & sil fish w/bl & sil fish mines (17 sec)"
838;"wq3-v";"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) big silver glittering tls"
839;"wq4-Rnd";"cndl 1/2"" 8-shot bundle of 14 (112 shots) 1/2 gold comet & 1/2 mc stars"
840;"wq5";"cndl 1/2"" 8-shot bundle of 15 (120 shots) red strobe tail to blue stars"
841;"wq6";"cndl 1/2"" 10-shot bundle of 12 (120 shots) crackling tails"
842;"wq7";"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold glittering tl to green glitter"
843;"wq8";"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold willow tl to red & blue"
844;"wq9";"cndl 1/2"" 8-shot bundle of 30 (240 shots) brocade tail & blue stars"
845;"yf10c06";"10"" multicolor palm tree w/crown flowers w/4 strobe tails"
846;"yf10c08";"10"" nishiki kamuro niagra falls w/gold strobe tails 131-140"
847;"yf10e01";"10"" crackling nishiki kamuro niagra falls w/4 tails 141-150"
848;"yf10e06";"10"" nishiki kamuro peony w/purple pstl in purple ring w/4 strobe tails"
849;"yf10k";"10"" glittering silver purple chrys w/ green pistil"
850;"yf10k01";"10"" gold coconut"
851;"yf10k02";"10"" crackling coconut"
852;"yf10k05";"10"" gold strobing diadem"
853;"yf10k06";"10"" gold strobing diadem w/green strobing pistil"
854;"yf10k07";"10"" gold strobing diadem w/red strobing pistil"
855;"yf10k100";"10"" colorful ti salutes  910"
856;"yf10k101";"10"" blue peony in nishiki kamuro circle w/crcklng doubl pist w/4 tails"
857;"yf10k102";"10"" blue to red to silver peony w/bright white strobing pistil w/4 red tails"
858;"yf10k103";"10"" glittering silver to red crossette w/red strob pistil w/4 silver tls"
859;"yf10k104";"10"" gold coconut crossette to multicolor small flowers w/4 red tails"
860;"yf10k105";"10"" gold strobing diadem w/grn strob tips w/grn strob pist w/4 grn tails"
861;"yf10k106";"10"" goldwave to purple chrys w/4 purple tails"
862;"yf10k107";"10"" goldwave to red to green chrys w/4 red tails"
863;"yf10k108";"10"" green coconut crossette w/white strobing pistil w/4 green tails"
864;"yf10k109";"10"" japanese dragon's eye w/4 silver tails"
865;"yf10k110";"10"" multicolor coconut crossette w/4 silver tails"
866;"yf10k111";"10"" multicolor thousand circle chrys w/4 gold strobe tails"
867;"yf10k112";"10"" nishiki kamuro peony in grn strobe circle w/grn strb pist w/4 grn tls"
868;"yf10k113";"10"" red cycas blooms w/blue crossette pistil w/4 red tails"
869;"yf10k114";"10"" red gam to cracklng chrys w/crcklng double pist w/4 crcklng tails"
870;"yf10k115";"10"" red peony w/silver palm tree pistil w/4 red tails"
871;"yf10k116";"10"" red to blue peony w/large white strobe pistil w/4 silver tails"
872;"yf10k12";"10"" gold willow thousand circle chrys"
873;"yf10k13";"10"" crackling coconut to green crown flowers"
874;"yf10k18";"10"" green coconut crossette w/red small flowers"
875;"yf10k19";"10"" gold coconut crossette"
876;"yf10k21";"10"" gold willow w/mulitcolor falling leaves pistil"
877;"yf10k22";"10"" gold willow w/multicolor meteors pistil"
878;"yf10k29";"10"" glittering silver to gold chrys"
879;"yf10k31";"10"" goldwave to blue chrys w/red & green pistil"
880;"yf10k32";"10"" glittering silver to red chrys"
881;"yf10k36";"10"" glittering silver to cracking chrys w/crackling pistil"
882;"yf10k37";"10"" glittering silver to blue to red chrys w/ red pistil"
883;"yf10k41";"10"" red strobing nishiki kamuro w/red strobing pistil 872"
884;"yf10k45";"10"" nishiki kamuro to crackling flowers"
885;"yf10k50";"10"" red strobing nishiki kamuro w/green strobing pistil"
886;"yf10k52";"10"" kamuro chrys w/gold willow pistil"
887;"yf10k54";"10"" crackling kamuro chrys w/gold strobing pistil"
888;"yf10k55";"10"" kamuro chrys to red strobing w/white strobing pistil"
889;"yf10k58";"10"" red gamboge to blue to red strobing peony"
890;"yf10k59";"10"" red gamboge to blue to red to silver w/red pistil"
891;"yf10k61";"10"" red gamboge to silver to green to crackling w/crackling pistil"
892;"yf10k64";"10"" red cycas blooms"
893;"yf10k67";"10"" blue crackling"
894;"yf10k68";"10"" blue crackling w/crackling pistil"
895;"yf10k70";"10"" kamuro chrys crackling w/crackling pistil"
896;"yf10k72";"10"" red chrys crackling w/crackling pistil"
897;"yf10k74";"10"" red crackling w/double crackling pistil"
898;"yf10k75";"10"" blue small flowers"
899;"yf10k77";"10"" green small falling leaves bouquet"
900;"yf10k83";"10"" blue to red to silver peony"
901;"yf10k84";"10"" strobing to red to green peony w/red to blue pistil"
902;"yf10k85";"10"" lemon peony w/magenta circle w/crackling pistil"
903;"yf10k86";"10"" magenta to aqua to gold strobing peony w/muticolor small flowers"
904;"yf10k88";"10"" orange to lemon to magenta peony w/crackling pistil"
905;"yf10k91";"10"" blue eddy chrys w/red pistil"
906;"yf10k92";"10"" double palm tree w/red to strobing pistil"
907;"yf10k93";"10"" blue eddy chrys w/gold strobing pistil"
908;"yf10k94";"10"" double palm tree w/red pistil"
909;"yf10k95";"10"" double palm tree w/green pistil"
910;"yf10k96";"10"" double palm tree w/aqua pistil"
911;"yf10k98";"10"" three pistils (grn,red,gold strob) in nishki kamuro circle w/4 wht tls"
912;"yf10m01";"10"" gold willow"
913;"yf10m02";"10"" white strobing nishiki kamuro w/red strobing pistil 871"
914;"yf10m03";"10"" goldwave to var (multicolor) swimming w/crackling pistil"
915;"yf10m04";"10"" red to blue peony w/golden palm tree w/strobing pistil"
916;"yf10p02";"10"" goldwave to crackling to purple w/green & blue pistil 873-883"
917;"yf10p03";"10"" multicolor meteor 887"
918;"yf10p07";"10"" three pistils - blue to green & red 893"
919;"yf10p08";"10"" three pistils - blue & magenta & lemon 893-894"
920;"yf10p09";"10"" three pistils - magenta & lemon strobing 895"
921;"yf10p10";"10"" glittering silver to crackling to green w.red & purple pisitl 896-907"
922;"yf10p12";"10"" willow & moon in shower - 908"
923;"yf10p13";"10"" glittering silver to multicolor strobing chrys  889 908"
924;"yf10pc1";"10"" eight hearts blue & red-884-886 & 887"
925;"yf10t01";"10"" gold willow ten thousand circle chrys"
926;"yf10t02";"10"" goldwave to purple swimming w/crackling pistil"
927;"yf10t03";"10"" goldwave to blue swimming w/crackling pistil"
928;"yf10t04";"10"" glittering silver to green to red"
929;"yf10t05";"10"" silver crown w/orange strobe pistil"
930;"yf10t06";"10"" glittering silver to purple w/green strrobe pistil"
931;"yf10t07";"10"" red gam to blue to red chrys w/gold coco & red pistil"
932;"yf10t08";"10"" red gam to blue w/dojuble palm trees & green pisitl"
933;"yf10t09";"10"" red strobe willow"
934;"yf10t10";"10"" red strobe nishiki kamuro w/green strobe pistil"
935;"yf10t11";"10"" 1/4 peony w/crackling pisitl"
936;"yf10t12";"10"" blue and red double mum"
937;"yf10t14";"10"" nishiki kamuro w/strobing pistil"
938;"yf10t15";"10"" nishiki kamuro to red strobe w/white strobe pistil"
939;"yf10t16";"10"" nishiki kamuro to red strobe w/red strobe pistil"
940;"yf10t17";"10"" nishiki kamuro to white strobe w/white strobe pistil"
941;"yf10t18";"10"" nishiki kamuro to purple strobe w/purple strobe pistil"
942;"yf10t19";"10"" nishiki kamuro niagra falls w/green pistil"
943;"yf10t20";"10"" multicolor ten thousand circles chrys w/tail"
944;"yf10t21";"10"" multicolor palm tree to crown flowers"
945;"yf10t22";"10"" light green and silver double mum"
946;"yf10t23";"10"" light green peony w/gold coconut & magenta pistil"
947;"yf10t24";"10"" light green, yellow green, & pink 3-stage ten thous circles"
948;"yf10t25";"10"" kamuro chrys niagra falls w/smile face"
949;"yf10t26";"10"" spangle chrys w/multicolor small flowers w/green pistil"
950;"yf10t27";"10"" purple ten thousand circles chrys"
951;"yf10t28";"10"" white strobe ten thousand circles chrys w/tail"
952;"yf10t30";"10"" red peony w/brocade crown ring"
953;"yf25assorta";"2.5"" assortment A yung feng 4 ea of 25 w/large red tail & 2 fuses"
954;"yf25b03";"2.5"" comet red strobing"
955;"yf25b05";"2.5"" comet green strobing"
956;"yf25e01";"2.5"" mine red strobing"
957;"yf25e02";"2.5"" mine green strobing"
958;"yf25e03";"2.5"" mine white strobing"
959;"yf25e05";"2.5"" mine nishiki kamuro niagra falls"
960;"yf25e08";"2.5"" mine glittering silver to green"
961;"yf25e09";"2.5"" mine glittering silver to blue"
962;"yf25e10";"2.5"" mine glittering silver to purple"
963;"yf25e11";"2.5"" comet white strobing"
964;"yf25e12";"2.5"" comet yellow strobing"
965;"yf25e13";"2.5"" comet nishiki kamuro"
966;"yf25k01";"2.5"" nishiki kamuro niagra falls"
967;"yf25k02";"2.5"" comet purple strobing"
968;"yf25n01";"2.5"" crackling nishiki kamuro niagra falls"
969;"yf25t01";"2.5"" reddish gamboge to blue chrys"
970;"yf25t09";"2.5"" red gamboge to crackling chrys"
971;"yf25t10";"2.5"" goldwave to purple chrys"
972;"yf3a05";"3"" nishiki kamuro niagra falls 237-240"
973;"yf3asrtc1";"3"" assortment C1 yung feng 2 ea of 36, w/2 fuses"
974;"yf3assT";"3"" assortment T yung feng 2 ea of 36, w/2 fuses"
975;"yf3b03";"3"" comet red strobing 224-227 1-4"
976;"yf3c01";"3"" comet white strobing 211"
977;"yf3c32";"3"" crackling nishiki kamuro niagra falls 12-21"
978;"yf3d03";"3"" comet nishiki kamuro"
979;"yf3d04";"3"" comet multicolor strobing 8-11"
980;"yf3d06";"3"" chain 10 crackling nishiki kamuro niagra falls"
981;"yf3e01";"3"" comet green strobing 251-254 5-7"
982;"yf3e02";"3"" mine multicolor strobing"
983;"yf3k06";"3"" crackling nishiki kamuro w/crackling pistil"
984;"yf3k07";"3"" nishiki kamuro to crackling flowers"
985;"yf3k08";"3"" chain 10 nishiki kamuro niagra falls"
986;"yf3m05";"3"" crackling coconut 258"
987;"yf3n01";"3"" gold willow"
988;"yf3p01";"3"" multicolor (variegated) dahlia 212-213"
989;"yf3p14";"3"" comet golden strobing tiger tail 232-235"
990;"yf4a05";"4"" nishiki kamuro niagra falls 22-31"
991;"yf4a26";"4"" crackling nishiki kamuro niagra falls 32-36"
992;"yf4asrtc1";"4"" assortment C1 yungfeng (fancy) 1 ea of 36 w/2 fuses"
993;"yf4assT";"4"" assortment T yungfeng (fancy) 1 ea of 36 w/2 fuses"
994;"yf4b03";"4"" chain 8 nishiki kamuro niagra falls"
995;"yf4b04";"4"" chain 8 crackling nishiki kamuro niagra falls"
996;"yf4c03";"4"" mine lemon"
997;"yf4c04";"4"" mine green"
998;"yf4c06";"4"" mine purple"
999;"yf4c36";"4"" multicolor dahlia"
1000;"yf4e01";"4"" mine goldwave to green"
1001;"yf4e03";"4"" mine white strobing"
1002;"yf4e04";"4"" mine red strobing"
1003;"yf4e05";"4"" mine multicolor strobing"
1004;"yf4e23";"4"" multicolor strobing willow"
1005;"yf4k11";"4"" multicolor peony 360"
1006;"yf4m07";"4"" green chrys w/crackling"
1007;"yf4n01";"4"" gold willow"
1008;"yf4p06";"4"" gold strobing silk to aqua 352"
1009;"yf4p08";"4"" blue crackling w/double crackling pisitil 354-356"
1010;"yf4p12";"4"" red cycas blooms (cherry blossom)"
1011;"yf4p19";"4"" comet - crackling 373-376"
1012;"yf4p21";"4"" aqua ghost 379"
1013;"yf4p26";"4"" glittering silver to yellow to golden chrys 385"
1014;"yf4t25";"4"" glittering silver to green chrys"
1015;"yf4t27";"4"" glittering silver to purple chrys"
1016;"yf4t30";"4"" mine goldwave to blue swimming"
1017;"yf4t31";"4"" goldwave to red swimming"
1018;"yf4t33";"4"" multicolor crackling kamuro chrys"
1019;"yf541";"5"" green coconut crossette"
1020;"yf5a04";"5"" gold willow 508-510 542-543"
1021;"yf5a20";"5"" crcklng thousand circle chrys w/crcklng pistil 479"
1022;"yf5a46";"5"" nishiki kamuro niagra falls (yf5t23)"
1023;"yf5a50";"5"" gold willow w/green falling leaves"
1024;"yf5asrtc1";"5"" assortment C1 (fancy), yung feng, 1 ea of 24 w/2 fuses"
1025;"yf5asrtc2";"5"" assortment C2 (fancy), yung feng, 1 ea of 24 w/2 fuses"
1026;"yf5assorta";"5"" assortment A yf 1 ea of 24 w/ long fuse & short fuse w/emc"
1027;"yf5assortb";"5"" assortment B yf 1 ea of 24 w/long fuse & short fuse w/emc"
1028;"yf5assT";"5"" assortment T (fancy), yung feng, 1 ea of 24 w/2 fuses"
1029;"yf5b01";"5"" gold willow w/multicolor falling leaves"
1030;"yf5b04";"5"" japanese dragon's eye"
1031;"yf5d05";"5"" mine nishiki kamuro niagra falls"
1032;"yf5e06";"5"" nishiki kam peony w/purple pist w/purple tips"
1033;"yf5e07";"5"" nishiki kam peony w/green crcklng pist w/green tips"
1034;"yf5k02";"5"" goldwave to silver crossette w/tail"
1035;"yf5k09";"5"" silver coconut crossette"
1036;"yf5k16";"5"" blue thousand circle chrys w/tail"
1037;"yf5k23";"5"" red gamboge to crcklng chrys w/double crcklng pistil 526-527"
1038;"yf5k28";"5"" yellow cycas blooms"
1039;"yf5k30";"5"" gold willow w/red falling leaves pistil 552"
1040;"yf5k31";"5"" gold coconut to multicolor small flowers 573"
1041;"yf5k33";"5"" green to purple peony 549"
1042;"yf5k35";"5"" aqua peony w/gold strobing pistil"
1043;"yf5k42";"5"" double palm tree w/green pistil"
1044;"yf5k48";"5"" white ghost peony"
1045;"yf5k49";"5"" purple ghost peony w/green pistil"
1046;"yf5k53a";"5"" blue crackling w/double crackling pistil 491"
1047;"yf5k55";"5"" lemon crackling w/crackling pistil 551"
1048;"yf5k56";"5"" yellow crackling w/double crackling pistil"
1049;"yf5k57";"5"" orange crackling w/crackling pistil"
1050;"yf5k58";"5"" multicolor falling leaves bouquet"
1051;"yf5k71";"5"" crackling nishiki kamuro niagra falls 55-59"
1052;"yf5k72";"5"" cube pattern"
1053;"yf5k77";"5"" red cycas w/gold crackling crossette pistil"
1054;"yf5k78";"5"" green strobing and orange strobing dahlia (mixed)"
1055;"yf5m03";"5"" goldwave to blue crossette w/crackling pistil 493-495"
1056;"yf5m04";"5"" green strobing willow"
1057;"yf5m05";"5"" purple strobing willow"
1058;"yf5m06";"5"" red strobing willow"
1059;"yf5m07";"5"" strobing silver willow w/red small flowers"
1060;"yf5m08";"5"" gold strobing cycas blooms"
1061;"yf5m11";"5"" 1/4 red, green, blue, yellow peony w/crossing nishiki kamuro circle"
1062;"yf5p01";"5"" red & green ghost peony 60-62"
1063;"yf5p02";"5"" 1/4 red,green,purple,yellow peony w/crackling pistil 455"
1064;"yf5p03";"5"" multicolor (variegated) dahlia 456"
1065;"yf5p04";"5"" multicolor (variegated) flower sheets w/rising tail 457"
1066;"yf5p05";"5"" 1/2 green & 1/2 red peony w/nishiki kamuro circle 458-460"
1067;"yf5p06";"5"" 1/2 purple & 1/2 aqua peony w/nishiki kamuro circle-461-463 488-489"
1068;"yf5p10";"5"" red to blue peony"
1069;"yf5p100";"5"" goldwave to multicolor swimming w/crackling pistil"
1070;"yf5p12";"5"" red to silver peony w/green pistil w/rising tail"
1071;"yf5p14";"5"" yellow strobing peony 467"
1072;"yf5p18";"5"" gold coconut w/rising blue small flowers 471 579"
1073;"yf5p20";"5"" red gamboge to red chrys w/green pistil"
1074;"yf5p22";"5"" red gamboge to green to red chrys w/red pistil"
1075;"yf5p23";"5"" crackling flowers in green circle 475"
1076;"yf5p24";"5"" green crossette w/crackling pistil 477"
1077;"yf5p25";"5"" green, purple, crackling palm tree 478"
1078;"yf5p26";"5"" crackling crossette 478"
1079;"yf5p35";"5"" purple nishiki kamuro w/lemon pistil"
1080;"yf5p36";"5"" purple crackling w/crackling pistil"
1081;"yf5p37";"5"" purple to silver thousand circle chrys 487"
1082;"yf5p39";"5"" red strobing nishiki kamuro w/red strobing pistil 496-500"
1083;"yf5p40";"5"" white strobing nishiki kamuro w/white strobing pistil 501-505"
1084;"yf5p41";"5"" purple willow 506"
1085;"yf5p42";"5"" gold coconut 511-512"
1086;"yf5p43";"5"" silver titanium salutes w/red strobing pistil 513-515"
1087;"yf5p44";"5"" red willow 516-517"
1088;"yf5p45";"5"" silver coconut 519-520"
1089;"yf5p46";"5"" goldwave to yellow crossette w/crackling pistil 521-523"
1090;"yf5p47";"5"" gold strobing lemon cycas w/rising tail 524-525"
1091;"yf5p48";"5"" square in circle 528"
1092;"yf5p49";"5"" kamuro chrys niagra falls"
1093;"yf5p50";"5"" purple flowers in purple circle 533"
1094;"yf5p52";"5"" mixed color cycas (orange, aqua & blue) 535"
1095;"yf5p53";"5"" glittering silver to yellow chrys"
1096;"yf5p55";"5"" gold coconut w/green crown flowers 568 538"
1097;"yf5p57";"5"" goldwave to chartreuse crossette w/crackling pistil 540"
1098;"yf5p58";"5"" white falling leaves"
1099;"yf5p59";"5"" orange palm tree"
1100;"yf5p60";"5"" blue cube 546"
1101;"yf5p61";"5"" glittering silver to green to red chrys"
1102;"yf5p62";"5"" gold coconut w/green falling leaves bouquet 548"
1103;"yf5p63";"5"" magenta to aqua strobing peony w/var small flowers"
1104;"yf5p64";"5"" glittering silver to golden to orange chrys 553"
1105;"yf5p65";"5"" magenta crossette"
1106;"yf5p67";"5"" green chrys w/crackling balls"
1107;"yf5p68";"5"" gold strobing cycas"
1108;"yf5p69";"5"" red saturn w/glittering silver to blue to green circle 558"
1109;"yf5p70";"5"" purple ghost"
1110;"yf5p72";"5"" orange strobing circle w/titanium salute"
1111;"yf5p76";"5"" purple plum w/pistil 564"
1112;"yf5p77";"5"" glittering silver to aqua to lemon chrys 565"
1113;"yf5p78";"5"" blue to green to crackling ghost 566"
1114;"yf5p80";"5"" silver coconut to crossette"
1115;"yf5p82";"5"" red to green to blue peony 569"
1116;"yf5p84";"5"" red gamboge to green to purple chrys w/silver pistil 570"
1117;"yf5p89";"5"" blue to green to red peony w/strobing pistil 575"
1118;"yf5p95";"5"" gold strobing silk to red strobing w/red strobing pist 580"
1119;"yf5p96";"5"" aqua peony w/strobing pisitl 580"
1120;"yf5p97";"5"" glittering silver to grn to red chrys w/five flash rpt"
1121;"yf5p99";"5"" glittering silver to green to blue chrys w/red pistil"
1122;"yf5pc2";"5"" green cycas blooms 570"
1123;"yf5t11";"5"" goldwave to green swimming"
1124;"yf5t16";"5"" red cherry blossom"
1125;"yf5t19";"5"" double red crackling hearts"
1126;"yf5t22";"5"" yellow crackling ghost peony"
1127;"yf5t27";"5"" crcklng thousand circle chrys w/double crcklng pistil"
1128;"yf5t29";"5"" double purple to nishiki kamuro niagra falls ring"
1129;"yf5t42";"5"" goldwave to crackling crossette"
1130;"yf5t47";"5"" purple titanium salute flowers"
1131;"yf5t48";"5"" double palm tree w/purple pistil"
1132;"yf5t49";"5"" glittering silver to blue to red to strobe w/white strb pist"
1133;"yf5t50";"5"" nishiki kamuro to red strobe w/red strobe pistil"
1134;"yf5t51";"5"" nishiki kamuro to white strobe w/white strobe pistil"
1135;"yf5t52";"5"" double palm tree w/green pistil"
1136;"yf5t53";"5"" golden coconut to multicolor small flowers"
1137;"yf631";"6"" gold coconut crossette w/green strobing pistil"
1138;"yf67";"6"" green falling leaves bouquet"
1139;"yf6a08";"6"" multicolor dahlia w/spangle pist 757"
1140;"yf6a43";"6"" nishiki kamuro niagra falls 66"
1141;"yf6asrtc1";"6"" assort C1 yung feng (fancy) 1 ea 12  w/2 fuses"
1142;"yf6asrtc2";"6"" assort C2 yung feng (fancy) 1 ea 12  w/2 fuses"
1143;"yf6asrtc3";"6"" assort C3 yung feng (fancy) 1 ea 12  w/2 fuses"
1144;"yf6assorta";"6"" assort A yung feng (fancy) 1 ea 12  w/2 fuses"
1145;"yf6assortb";"6"" assort B yung feng (fancy) 1 ea 12 w/2 fuses"
1146;"yf6assT1";"6"" assort T1 yung feng (fancy) 1 ea 12  w/2 fuses"
1147;"yf6assT2";"6"" assort T2 yung feng (fancy) 1 ea 12  w/2 fuses"
1148;"yf6assT3";"6"" assort T3 yung feng (fancy) 1 ea 12  w/2 fuses"
1149;"yf6b08";"6"" mine red gamboge to multicolor swimming"
1150;"yf6b09";"6"" japanese dragons eye"
1151;"yf6d01";"6"" green ghost peony w/ bright red pistil"
1152;"yf6d04";"6"" red ghost peony w/ silver pistil"
1153;"yf6d05";"6"" gold willow"
1154;"yf6e03";"6"" multicolor thousand circles in mc circle"
1155;"yf6e04";"6"" nishiki kamuro peony w / green & spangle pistil 740"
1156;"yf6e05";"6"" nishiki kamuro peony w/purple & spangle pistil"
1157;"yf6k05";"6"" goldwave to multicolor crossette w/crackling pistil"
1158;"yf6k06";"6"" goldwave to purple crossette w/crackling pistil 646 651"
